,ID,Restaurant,Address,Time,Price,District,negative,positive,cmt_Rate,total
735,736,Dì Hồng - Bánh Tráng Cuốn Trộn,"23 Đường Số 11, Quận 4, TP. HCM",,20.000 - 33.000,Quận 4,52.0,48.0,6.01,100.0
736,737,Tâm Ký II - Cơm Chiên & Nui Xào - Cư Xá Vĩnh Hội,"D2 Cư Xá Vĩnh Hội, Đường 50, P. 5, Quận 4, TP. HCM",,20.000 - 40.000,Quận 4,7.0,3.0,5.779999999999999,10.0
737,738,Mầm - Healthyfood - Đường 13,"4 Đường 13, P. 4, Quận 4, TP. HCM",,19.000 - 59.000,Quận 4,28.0,30.0,6.524137931034482,58.0
738,739,Bún Mắm 144 - Khánh Hội,"144 Khánh Hội, Quận 4, TP. HCM",,45.000 - 60.000,Quận 4,28.0,38.0,6.381818181818182,66.0
739,740,Bà Bắc - Bánh Tráng Cuốn Trộn,"40 Đường Số 11, Quận 4, TP. HCM",,10.000 - 33.000,Quận 4,50.0,50.0,6.127999999999999,100.0
740,741,Hàu Nướng 9k - Tôn Đản,"242/14F Tôn Đản, P. 8, Quận 4, TP. HCM",,12.000 - 120.000,Quận 4,1.0,0.0,5.0,1.0
741,742,Twelve - Cơm Gà Hải Nam Singapore - Đường Số 45,"012 Lô C2 Đường Số 45, P. 6, Quận 4, TP. HCM",,25.000 - 100.000,Quận 4,8.0,10.0,7.111111111111111,18.0
742,743,Nâu Food - Thức Ăn Nhanh - Tôn Thất Thuyết,"92B/21B Tôn Thất Thuyết, P. 15, Quận 4, TP. HCM",,10.000 - 110.000,Quận 4,9.0,18.0,7.54074074074074,27.0
743,744,Bánh Tráng Tóp Mỡ Trứng Lòng Đào - Thèm Gì Cũng Có - Tôn Đản,"90 Tôn Đản, P. 10, Quận 4, TP. HCM",,10.000 - 50.000,Quận 4,3.0,0.0,5.0,3.0
744,745,"Bento Delichi - Cơm Gà Xối Mỡ, Cơm Gà Mắm Tỏi - Quận 4","5 Đường Số 33, P. 4, Quận 4, TP. HCM",,40.000 - 50.000,Quận 4,2.0,6.0,7.675,8.0
745,746,Cơm Tấm Mai - Đoàn Văn Bơ,"129 Đoàn Văn Bơ, P. 12, Quận 4, TP. HCM",,18.000 - 28.000,Quận 4,20.0,14.0,6.088235294117647,34.0
746,747,Bún Bò Huế 14B,"14B Đường Số 46, P. 5, Quận 4, TP. HCM",06:20 - 19:30,15.000 - 50.000,Quận 4,26.0,74.0,7.916,100.0
747,748,Đá Bào Ngọc Hồ,"16 Xóm Chiếu, P.13, Quận 4, TP. HCM",,15.000 - 25.000,Quận 4,5.0,10.0,7.386666666666667,15.0
748,749,PyPo Food - Bắp Xào Trứng Muối Sốt Phô Mai,"266/18A Tôn Đản, P. 8, Quận 4, TP. HCM",,10.000 - 30.000,Quận 4,15.0,12.0,6.333333333333333,27.0
749,750,"Cơm Gà, Mẹt Gà, Gỏi - Gà Ta Ngon Số 1 – 120 Vĩnh Hội","120 Vĩnh Hội, P. 4, Quận 4, TP. HCM",,29.000 - 285.000,Quận 4,1.0,1.0,7.5,2.0
750,751,Gỏi Cuốn Bà Tư - Shop Online,"232/38/58 Đoàn Văn Bơ, P. 10 , Quận 4, TP. HCM",,7.000 - 150.000,Quận 4,0.0,1.0,7.6,1.0
751,752,Thanh Hương - Cháo Lòng Hà Nội - Đoàn Văn Bơ,"416 Đoàn Văn Bơ, P. 14, Quận 4, TP. HCM",00:00 - 23:59,20.000 - 40.000,Quận 4,3.0,4.0,6.657142857142857,7.0
752,753,Súp Cua Mộc - Hoàng Diệu,"K48 Cư Xá Vĩnh Hội, Bến Vân Đồn, P. 6, Quận 4, TP. HCM",06:30 - 22:00,17.000 - 30.000,Quận 4,2.0,3.0,6.840000000000001,5.0
753,754,"Ơ Kìa Milk Tea - Milo Đá Bào, Trà Sữa & Bánh Tráng - Đoàn Văn Bơ","317 Đoàn Văn Bơ, P. 13, Quận 4, TP. HCM",,20.000 - 40.000,Quận 4,6.0,18.0,8.566666666666666,24.0
754,755,Tùy Duyên - Bánh Mì Chay,"Q22 Nguyễn Hữu Hào, P, 6, Quận 4, TP. HCM",06:00 - 13:00 | 16:00 - 20:45,10.000 - 65.000,Quận 4,1.0,4.0,7.08,5.0
755,756,Cơm Gà Chị Tư - Hoàng Diệu,"L6 Hoàng Diệu, P. 6, Quận 4, TP. HCM",,15.000 - 45.000,Quận 4,5.0,11.0,7.5375,16.0
756,757,Cô Điệp - Nem Nướng Nha Trang - Khánh Hội,"216 Khánh Hội, P. 6, Quận 4, TP. HCM",,25.000 - 50.000,Quận 4,9.0,11.0,7.159999999999999,20.0
757,758,Cơm Tấm Cô Tư - Vĩnh Hội,"27B Vĩnh Hội, P. 4, Quận 4, TP. HCM",,3.000 - 55.000,Quận 4,0.0,1.0,8.8,1.0
758,759,Gà Rán Popeyes - Khánh Hội,"172 Khánh Hội, P. 5, Quận 4, TP. HCM",,30.000 - 80.000,Quận 4,,,,
759,760,Bánh Canh Cua Ngọc Trinh - Tân Vĩnh,"4 Tân Vĩnh, P. 4, Quận 4, TP. HCM",,20.000 - 40.000,Quận 4,6.0,8.0,6.371428571428572,14.0
760,761,Cơm Tấm Số 1,"148/12/54A Tôn Đản, P. 8, Quận 4, TP. HCM",,33.000 - 65.000,Quận 4,1.0,3.0,8.7,4.0
761,762,Khoai Lang Lắc & Ăn Vặt - Vĩnh Khánh,"198 Vĩnh Khánh, P. 10, Quận 4, TP. HCM",,10.000 - 20.000,Quận 4,5.0,2.0,5.885714285714286,7.0
762,763,Lẩu Bò Khu Nhà Cháy,"Chung cư Đoàn Văn Bơ, Đoàn Văn Bơ, P. 12, Quận 4, TP. HCM",,80.000 - 165.000,Quận 4,54.0,46.0,5.97,100.0
763,764,Lotteria - Hoàng Diệu,"102 Lê Quốc Hưng, P. 12, Quận 4, TP. HCM",,5.000 - 300.000,Quận 4,5.0,6.0,5.690909090909091,11.0
764,765,Phở Mùi - Tôn Đản,"241 Tôn Đản, Quận 4, TP. HCM",,15.000 - 25.000,Quận 4,6.0,9.0,6.613333333333333,15.0
765,766,Sữa Chua Trân Châu Hạ Long - Hoàng Diệu,"229 Hoàng Diệu, P. 8, Quận 4, TP. HCM",,10.000 - 50.000,Quận 4,3.0,10.0,7.876923076923077,13.0
766,767,Xô - Hải Sản Sốt Cajun - Vĩnh Hội,"001 Lô B1 Chung Cư Phường 3, Vĩnh Hội, P. 3, Quận 4, TP. HCM",,35.000 - 350.000,Quận 4,11.0,13.0,7.041666666666667,24.0
767,768,Bánh Tráng Trộn Su Su,"99/3 Đường Số 41, P. 6, Quận 4, TP. HCM",,15.000 - 20.000,Quận 4,0.0,2.0,7.699999999999999,2.0
768,769,Dì Tám - Bánh Mì Hấp - Món Ăn Sáng,"122/27/29 Tôn Đản, P. 10, Quận 4, TP. HCM",06:00 - 13:00,20.000 - 30.000,Quận 4,11.0,20.0,7.67741935483871,31.0
769,770,Sushi Viên Phương Mập - Hoàng Diệu,"168 Hoàng Diệu, P. 9, Quận 4, TP. HCM",,1.000 - 8.000,Quận 4,41.0,59.0,6.606,100.0
770,771,Cô Gái Bán Bánh,"500/40/10 Đoàn Văn Bơ, P. 14, Quận 4, TP. HCM",,50.000 - 150.000,Quận 4,6.0,15.0,7.60952380952381,21.0
771,772,Nem Nướng D'ran Since 1968 - Healthy & Fresh - Bến Vân Đồn,"109/F28 Bến Vân Đồn, P. 9, Quận 4, TP. HCM",,40.000 - 70.000,Quận 4,16.0,84.0,9.172,100.0
772,773,SOLAR FOOD - BÁNH ĐÚC GÂN LÁ DỨA & BÁNH CHUỐI HẤP,"129F/123/44 Bến Vân Đồn, P. 8, Quận 4, TP. HCM",,10.000 - 120.000,Quận 4,6.0,13.0,7.231578947368422,19.0
773,774,Bánh Tráng Gánh - Khu Chợ 200,"44/23 Tôn Thất Thuyết, P. 16, Quận 4, TP. HCM",,10.000 - 20.000,Quận 4,9.0,9.0,6.699999999999999,18.0
774,775,Uchi Sushi,"14 Đường Số 45, P. 6, Quận 4, TP. HCM",,20.000 - 150.000,Quận 4,40.0,60.0,7.17,100.0
775,776,Ăn Vặt - Há Cảo Hong Kong - Tôn Đản,"112 Tôn Đản, Quận 4, TP. HCM",,10.000 - 30.000,Quận 4,26.0,19.0,6.488888888888889,45.0
776,777,Dì 9 - Hủ Tiếu Mỹ Tho,"538/51 Đoàn Văn Bơ, P. 14, Quận 4, TP. HCM",,20.000 - 40.000,Quận 4,12.0,10.0,6.145454545454545,22.0
777,778,Ốc Tô - Xóm Chiếu,"224B Xóm Chiếu, P. 15, Quận 4, TP. HCM",,30.000 - 55.000,Quận 4,45.0,55.0,6.452000000000001,100.0
778,779,Bánh Canh Bột Gạo Ngon,"010 Chung Cư Đoàn Văn Bơ, Lê Quốc Hưng, P. 12, Quận 4, TP. HCM",05:00 - 13:30,25.000 - 30.000,Quận 4,1.0,3.0,7.0,4.0
779,780,Cơm Xá Xíu Thượng Hạng 88 - Hoàng Diệu,"243A/51 Hoàng Diệu, P. 8, Quận 4, TP. HCM",,29.000 - 35.000,Quận 4,1.0,8.0,7.977777777777778,9.0
780,781,Bún Thịt Nướng 3G,"S12 Tôn Thất Thuyết, P. 18, Quận 4, TP. HCM",06:00 - 19:00,5.000 - 45.000,Quận 4,1.0,1.0,7.5,2.0
781,782,Ăn vặt & Sữa Chua Nezha68 - Tôn Đản,"C13/40 Tôn Đản, P. 13, Quận 4, TP. HCM",,30.000 - 100.000,Quận 4,0.0,4.0,9.85,4.0
782,783,"Benno Bento - Mì Ý, Bò Mỹ, Cơm Bò Hầm - Bến Vân Đồn","150/27 Bến Vân Đồn, P. 6, Quận 4, TP. HCM",,15.000 - 50.000,Quận 4,68.0,32.0,5.776,100.0
783,784,"CUI Express - Pizza, Burger & GreatFood","237/42/5 Hoàng Diệu, P. 8, Quận 4, TP. HCM",,39.000 - 119.000,Quận 4,1.0,5.0,7.7,6.0
784,785,Bánh Cuốn Nam Việt - Chay Và Mặn,"152 Nguyễn Biểu, P. 2, Quận 5, TP. HCM",05:30 - 22:30,18.000 - 22.000,Quận 5,11.0,26.0,6.827027027027027,37.0
785,786,Texas Chicken - Nguyễn Văn Cừ,"217B Nguyễn Văn Cừ, Quận 5, TP. HCM",10:00 - 21:45,20.000 - 275.000,Quận 5,54.0,46.0,6.184,100.0
786,787,Cơm Truyền Ký 2 - Trần Phú,"257A Trần Phú, P. 8, Quận 5, TP. HCM",07:00 - 21:00,30.000 - 110.000,Quận 5,6.0,14.0,6.63,20.0
787,788,Tiệm Chay Tường Viên - Huỳnh Mẫn Đạt,"58 - 62 Huỳnh Mẫn Đạt, P. 2, Quận 5, TP. HCM",06:00 - 21:00,20.000 - 55.000,Quận 5,16.0,11.0,5.844444444444445,27.0
788,789,Bò Né Bà Nũi - Hùng Vương,"57A Hùng Vương, P.4, Quận 5, TP. HCM",07:00 - 22:00,0 - 0,Quận 5,,,,
789,790,Hoàng Ký - Cơm Gà Xối Mỡ - Huỳnh Mẫn Đạt,"94 Huỳnh Mẫn Đạt, P. 2, Quận 5, TP. HCM",,35.000 - 55.000,Quận 5,10.0,12.0,6.054545454545454,22.0
790,791,Bún Cá Nha Trang - Nem Nướng Nha Trang Yến - An Dương Vương,"410-412 An Dương Vương P. 4 (Cũ 197C Lê Hồng Phong, P. 4), Quận 5, TP. HCM",06:00 - 21:30,20.000 - 28.000,Quận 5,24.0,37.0,6.432786885245902,61.0
791,792,Đạt Quán - Cháo Ếch Singapore - Cao Đạt,"241 Cao Đạt, P. 1, Quận 5, TP. HCM",00:00 - 02:00 | 10:00 - 13:00 | 15:00 - 23:59,20.000 - 99.000,Quận 5,,,,
792,793,"Bi Bi Quán - Cơm Sườn Cọng, Bún Thịt Nướng & Bánh Hỏi","C002 Lê Hồng Phong, P. 2, Quận 5, TP. HCM",07:00 - 18:00,35.000 - 35.000,Quận 5,9.0,12.0,6.219047619047619,21.0
793,794,Quán 223 - Bánh Flan Thập Cẩm,"223 Trần Bình Trọng, Quận 5, TP. HCM",11:15 - 20:30,15.000 - 22.000,Quận 5,40.0,60.0,6.276,100.0
794,795,Vĩnh Phong - Cửa Hàng Vịt Quay,"523 - 525 - 527 Phan Văn Trị, P. 7, Quận 5, TP. HCM",05:30 - 21:00,100.000 - 1.100.000,Quận 5,52.0,41.0,6.062365591397849,93.0
795,796,Bún Chả Giò Ban Mê - Trần Hưng Đạo,"809/23G Trần Hưng Đạo, P. 1, Quận 5, TP. HCM",00:00 - 23:59,10.000 - 40.000,Quận 5,13.0,6.0,4.578947368421052,19.0
796,797,Tiến Hải Quán - Bún Đậu Mắm Tôm Hà Nội - Trần Hưng Đạo,"679 Trần Hưng Đạo, P. 1, Quận 5, TP. HCM",00:00 - 23:59,20.000 - 55.000,Quận 5,20.0,14.0,6.252941176470588,34.0
797,798,Bánh Canh Ghẹ Bà Duyên - Trần Phú,"31 Trần Phú, P. 4, Quận 5, TP. HCM",,0 - 0,Quận 5,,,,
798,799,Hưng - Phở Gà Hà Nội,"112 Lê Hồng Phong, P. 2, Quận 5, TP. HCM",,50.000 - 60.000,Quận 5,,,,
799,800,Mì Cay Asan - Trần Hưng Đạo,"831 -833 Trần Hưng Đạo, P. 1, Quận 5, TP. HCM",09:00 - 21:30,19.000 - 249.000,Quận 5,,,,
800,801,Cháo Lòng Khu Phố 6 - Cháo Lòng Thập Cẩm - Võ Văn Kiệt,"676/41 Võ Văn Kiệt, P. 1, Quận 5, TP. HCM",00:00 - 23:59,0 - 0,Quận 5,,,,
801,802,Cơm Trưa 87 - Trần Phú,"87 Trần Phú, P.4, Quận 5, TP. HCM",,0 - 0,Quận 5,,,,
802,803,Bánh Bao Thúy Đỗ - Bánh Bao Xá Xíu Phô Mai - 151 Nguyễn Trãi,"151 Đ.Nguyễn Trãi, P.2, Quận 5, TP. HCM",07:30 - 20:45,0 - 0,Quận 5,,,,
803,804,Huy Mập - Mì Trộn Sa Tế - Huỳnh Mẫn Đạt,"48 Huỳnh Mẫn Đạt, P. 2, Quận 5, TP. HCM",08:00 - 22:20,0 - 0,Quận 5,,,,
804,805,Hủ Tiếu Mì Dương Ký - Hủ Tiếu Mì Khô - Sư Vạn Hạnh,"Chung Cư Sư Vạn Hạnh Sư Vạn Hạnh, P. 9, Quận 5, TP. HCM",,0 - 0,Quận 5,,,,
805,806,Bánh Tráng Nà Ní - Cao Đạt,"330E Cao Đạt, P. 1, Quận 5, TP. HCM",10:00 - 22:00,0 - 0,Quận 5,,,,
806,807,Chicken Baby - Cơm Gà & Mì Trộn - Trần Nhân Tôn,"57/102 Bis Trần Nhân Tôn, P. 9, Quận 5, TP. HCM",,25.000 - 60.000,Quận 5,,,,
807,808,Cơm Gà Nha Trang - Nguyễn Biểu,"109 Nguyễn Biểu, P. 1, Quận 5, TP. HCM",00:00 - 23:59,25.000 - 37.000,Quận 5,6.0,5.0,5.690909090909091,11.0
808,809,Góc Huế - Chuyên Món Huế - Chi Nhánh 3,"400 An Dương Vương, P. 4, Quận 5, TP. HCM",07:15 - 20:50,0 - 0,Quận 5,,,,
809,810,Tỷ Muội - Sủi Cảo HongKong,"522 Phan Văn Trị, P. 7, Quận 5, TP. HCM",10:00 - 21:00,20.000 - 50.000,Quận 5,,,,
810,811,Nem Nướng Nha Trang - Bún Thịt Nướng Cô Cô,"333 An Dương Vương, P. 3, Quận 5, TP. HCM",08:00 - 21:15,20.000 - 40.000,Quận 5,,,,
811,812,Gà rán và Mì Ý - Jollibee - EC Delto Trần Hưng Đạo,"875 Trần Hưng Đạo, P.1, Quận 5, TP. HCM",08:30 - 22:30,0 - 0,Quận 5,,,,
812,813,Hủ Tiếu Nam Vang Hương Thành Đạt - Huỳnh Mẫn Đạt,"82 Huỳnh Mẫn Đạt, P. 2, Quận 5, TP. HCM",00:00 - 23:59,0 - 0,Quận 5,,,,
813,814,Sáu U - Bánh Hỏi Heo Quay & Bún Thịt Nướng - Trần Bình Trọng,"327/62A Trần Bình Trọng, P. 4, Quận 5, TP. HCM",,0 - 0,Quận 5,,,,
814,815,Chè Tang Chao - Quán Ăn - Lê Hồng Phong,"249A Lê Hồng Phong, P. 4, Quận 5, TP. HCM",10:12 - 22:30,0 - 0,Quận 5,,,,
815,816,JANGJI - Bánh Canh - Trần Phú,"11 Trần Phú, P. 4, Quận 5, TP. HCM",07:00 - 21:50,0 - 0,Quận 5,,,,
816,817,Bún Xì Dầu - Bấu Xì Giùn - Trần Bình Trọng,"245 Trần Bình Trọng, P. 4, Quận 5, TP. HCM",07:30 - 21:00,52.000 - 99.000,Quận 5,,,,
817,818,Bún Thái Hải Sản - Vân Trường - Cao Đạt,"204/8 Cao Đạt, P. 1, Quận 5, TP. HCM",07:00 - 22:00,45.000 - 60.000,Quận 5,,,,
818,819,Hobak - Ăn Vặt Hàn Ăn Là Ghiền - Nguyễn Văn Cừ,"199 Nguyễn Văn Cừ, P. 2, Quận 5, TP. HCM",10:00 - 22:00,20.000 - 35.000,Quận 5,1.0,1.0,5.5,2.0
819,820,Hachi - Mì Cay 7 Cấp Độ Hàn Quốc - An Dương Vương,"378 An Dương Vương, P. 4, Quận 5, TP. HCM",09:00 - 22:00,20.000 - 200.000,Quận 5,,,,
820,821,Phô Mai Que Con Cưng,"129/51B Nguyễn Trãi , P. 2, Quận 5, TP. HCM",09:00 - 23:59,25.000 - 45.000,Quận 5,1.0,2.0,6.666666666666667,3.0
821,822,Yummy - Cơm Gà Hải Nam - Sư Vạn Hạnh,"11 Sư Vạn Hạnh, P. 9, Quận 5, TP. HCM",10:00 - 19:00,30.000 - 390.000,Quận 5,,,,
822,823,Diệu Bún Xào Chay & Bánh Ướt Chay - Trần Phú,"69C Trần Phú, P. 4, Quận 5, TP. HCM",06:15 - 18:00,0 - 0,Quận 5,,,,
823,824,Mì Trộn Tên Lửa - Trần Hưng Đạo,"464 Trần Hưng Đạo, P. 2, Quận 5, TP. HCM",10:00 - 22:00,0 - 0,Quận 5,,,,
824,825,Vịt Quay Phát Thành,"132 Bùi Hữu Nghĩa, P. 7, Quận 5, TP. HCM",05:00 - 21:00,100.000 - 550.000,Quận 5,29.0,61.0,6.644444444444445,90.0
825,826,Phở Khôi Nguyên - Huỳnh Mẫn Đạt,"83 Huỳnh Mẫn Đạt, P. 7, Quận 5, TP. HCM",06:00 - 21:00,0 - 0,Quận 5,,,,
826,827,Khô Bò Ngon Ngon - Shop Online,"158/6 Huỳnh Mẫn Đạt, P. 3, Quận 5, TP. HCM",00:00 - 23:59,75.000 - 570.000,Quận 5,,,,
827,828,Cơm Gà Xối Mỡ & Cơm Văn Phòng Nguyễn Trãi,"104/15 Nguyễn Trãi, P. 3, Quận 5, TP. HCM",10:30 - 23:59,15.000 - 50.000,Quận 5,,,,
828,829,Lẩu Cua Đất Mũi - Trần Hưng Đạo,"661 Trần Hưng Đạo, P. 1, Quận 5, TP. HCM",10:00 - 22:30,100.000 - 200.000,Quận 5,46.0,54.0,6.896,100.0
829,830,Ông Mập - Cơm Gà Xối Mỡ,"676/37 Võ Văn Kiệt, P. 1, Quận 5, TP. HCM",00:00 - 04:00 | 08:00 - 23:59,9.000 - 70.000,Quận 5,,,,
830,831,"Hủ Tiếu Gốc Cây - Hủ Tiếu, Bánh Canh & Nui - Trần Phú","01 Trần Phú, P. 4, Quận 5, TP. HCM",06:00 - 21:00,15.000 - 40.000,Quận 5,,,,
831,832,BÒ NÉ - BÁNH MÌ CHẢO ÔNG MẬP,"676/37 Võ Văn Kiệt, P. 1, Quận 5, TP. HCM",00:00 - 04:00 | 08:00 - 23:59,9.000 - 70.000,Quận 5,,,,
832,833,Cháo Dinh Dưỡng Ngon Mê Ly - Lê Hồng Phong,"82 Lê Hồng Phong, P. 2, Quận 5, TP. HCM",,8.000 - 30.000,Quận 5,,,,
833,834,Kowloon Bingsutt - Nhà Hàng Món Hoa,"74 -76 Bùi Hữu Nghĩa, P. 7, Quận 5, TP. HCM",,5.000 - 58.000,Quận 5,22.0,42.0,7.3375,64.0
834,835,Cơm Tấm 92,"92 Huỳnh Mẫn Đạt, P. 2, Quận 5, TP. HCM",,20.000 - 50.000,Quận 5,,,,
835,836,Cháo Bò Viên 568 - Trần Hưng Đạo,"568 Trần Hưng Đạo, P. 2, Quận 5, TP. HCM",,22.000 - 45.000,Quận 5,,,,
836,837,Bún Mắm Lẩu Mắm Cô Tư - Bún Mắm,"200 Cao Đạt, P. 1, Quận 5, TP. HCM",,0 - 0,Quận 5,,,,
837,838,Sushi 79 - Trần Hưng Đạo,"1039 Trần Hưng Đạo, P. 5, Quận 5, TP. HCM",,30.000 - 70.000,Quận 5,,,,
838,839,Hoa Tâm - Chè Dưỡng Nhan & Egg Tart,"410 An Dương Vương, P. 4, Quận 5, TP. HCM",,20.000 - 40.000,Quận 5,,,,
839,840,Sushi M&H - Nguyễn Văn Cừ,"185/2 Nguyễn Văn Cừ, P. 2, Quận 5, TP. HCM",11:00 - 21:45,12.000 - 165.000,Quận 5,42.0,58.0,6.422000000000001,100.0
840,841,Nhà Hàng Hải Sản Hào Phong - Tân Hào Phong,"473 - 475 An Dương Vương, P. 3, Quận 5, TP. HCM",,50.000 - 220.000,Quận 5,21.0,45.0,6.775757575757575,66.0
841,842,Nhã Vân - Mì Vịt Tiềm Sủi Cảo,"119 Bùi Hữu Nghĩa, P. 7, Quận 5, TP. HCM",,45.000 - 80.000,Quận 5,10.0,7.0,6.0,17.0
842,843,Bảy Nị - Gà Tre Hấp Mắm Nhĩ & Món Âu,"188 Sư Vạn Hạnh, P. 9, Quận 5, TP. HCM",,50.000 - 300.000,Quận 5,1.0,3.0,7.800000000000001,4.0
843,844,Miến Lươn - Cháo Lươn Cô Hà,"215 Hùng Vương, P. 9, Quận 5, TP. HCM",,40.000 - 70.000,Quận 5,3.0,2.0,6.959999999999999,5.0
844,845,Lẩu Ly - Gà Lắc - Phan Văn Trị,"499 Phan Văn Trị, P. 7, Quận 5, TP. HCM",,0 - 0,Quận 5,,,,
845,846,Cơm Văn Phòng Ông Mập - Võ Văn Kiệt,"676/37 Võ Văn Kiệt, P. 1, Quận 5, TP. HCM",00:01 - 04:00 | 08:00 - 23:59,30.000 - 50.000,Quận 5,,,,
846,847,Phở Tường - Hùng Vương,"59A Hùng Vương, P. 4, Quận 5, TP. HCM",,0 - 0,Quận 5,,,,
847,848,Gỏi Cuốn Chay Mặn Gia Hào - Trần Bình Trọng,"28/52 Trần Bình Trọng, P. 1, Quận 5, TP. HCM",,25.000 - 25.000,Quận 5,,,,
848,849,Mì Bò Duy - Ẩm Thực HongKong - Trần Hưng Đạo,"684/24 Trần Hưng Đạo, P. 2, Quận 5, TP. HCM",,0 - 0,Quận 5,,,,
849,850,Phở Gia Truyền - An Dương Vương,"499 An Dương Vương, P. 8, Quận 5, TP. HCM",,25.000 - 40.000,Quận 5,6.0,2.0,5.55,8.0
850,851,Gà Nướng Phi Long - Nguyễn Biểu,"249 Nguyễn Biểu, P. 2, Quận 5, TP. HCM",09:00 - 21:15,70.000 - 110.000,Quận 5,17.0,38.0,6.298181818181818,55.0
851,852,Bánh Khọt - Chợ Cao Đạt,"197/4 Cao Đạt, P. 1, Quận 5, TP. HCM",,10.000 - 20.000,Quận 5,6.0,3.0,5.888888888888889,9.0
852,853,Quán Cơm Ba Chị Em - Trần Hưng Đạo,"961 Trần Hưng Đạo, P. 1, Quận 5, TP. HCM",,0 - 0,Quận 5,,,,
853,854,Phở Gà & Cơm Gà Bé Đạt - An Dương Vương,"380 An Dương Vương, P. 4, Quận 5, TP. HCM",,0 - 0,Quận 5,,,,
854,855,Cơm Chay Trí Đức - Cơm Chay - Lê Hồng Phong,"015 Chung Cư Phan Văn Trị Lê Hồng Phong, P. 2, Quận 5, TP. HCM",,0 - 0,Quận 5,,,,
855,856,Phở Bò Cô Mai - Sư Vạn Hạnh,"40 Sư Vạn Hạnh, P. 9, Quận 5, TP. HCM",,30.000 - 50.000,Quận 5,11.0,39.0,8.28,50.0
856,857,"Quán Cô Khoai - Mì Gà Phô Mai, Mì Trộn & Sữa Tươi Cà Phê - Phan Văn Trị","499 Phan Văn Trị, P. 7, Quận 5, TP. HCM",,0 - 0,Quận 5,,,,
857,858,Cơm Tấm 500 An Dương Vương,"500 An Dương Vương, P. 4, Quận 5, TP. HCM",,20.000 - 44.000,Quận 5,82.0,18.0,4.76,100.0
858,859,Vịt Quay A Tắc,"126 Huỳnh Mẫn Đạt, P. 3, Quận 5, TP. HCM",,20.000 - 260.000,Quận 5,5.0,5.0,6.5,10.0
859,860,Cơm Tấm Xưa - Hương Vị Sài Gòn - An Dương Vương,"400 An Dương Vương, P. 4, Quận 5, TP. HCM",,0 - 0,Quận 5,,,,
860,861,"Bún Mắm, Bún Thái & Bún Riêu","19 Đào Tấn, P. 5, Quận 5, TP. HCM",,20.000 - 40.000,Quận 5,,,,
861,862,Hà Thành Quán - Bún Đậu Mắm Tôm - Nguyễn Biểu,"212 Nguyễn Biểu, P. 2, Quận 5, TP. HCM",09:00 - 21:00,20.000 - 205.000,Quận 5,6.0,9.0,6.760000000000001,15.0
862,863,Cô Hương Béo - Bún Riêu Tóp Mỡ Mọc Giòn - Trần Hưng Đạo,"829 Trần Hưng Đạo, P. 1, Quận 5, TP. HCM",,0 - 0,Quận 5,,,,
863,864,Gà Ta Nam Sơn - Lê Hồng Phong,"98Bis Lê Hồng Phong, P. 2, Quận 5, TP. HCM",,50.000 - 110.000,Quận 5,0.0,4.0,7.05,4.0
864,865,Quán Ăn Tâm Ký - Trần Hưng Đạo,"909 Trần Hưng Đạo, P. 1, Quận 5, TP. HCM",,30.000 - 100.000,Quận 5,,,,
865,866,Cơm Tấm 475 - Cơm Sườn Nướng - An Dương Vương,"475 An Dương Vương, Quận 5, TP. HCM",,20.000 - 45.000,Quận 5,3.0,2.0,6.640000000000001,5.0
866,867,Bún Nước Lèo Sóc Trăng Tám Nga,"80/24 Lê Hồng Phong, P. 2, Quận 5, TP. HCM",,30.000 - 44.000,Quận 5,3.0,2.0,6.12,5.0
867,868,Xôi Bát Bửu & Xôi Sầu Riêng - An Dương Vương,"447 An Dương Vương, P. 3, Quận 5, TP. HCM",,15.000 - 20.000,Quận 5,55.0,45.0,6.916,100.0
868,869,Gỏi Cuốn Ngon Ngon,"322/15 An Dương Vương, P. 4, Quận 5, TP. HCM",,10.000 - 30.000,Quận 5,7.0,12.0,6.978947368421053,19.0
869,870,Quán 543 - Quán Ăn Gia Đình - An Dương Vương,"543, An Dương Vương, P. 8, Quận 5, TP. HCM",,70.000 - 200.000,Quận 5,,,,
870,871,Mr. Cake - Cao Đạt,"235 Cao Đạt, P. 1, Quận 5, TP. HCM",,13.000 - 209.000,Quận 5,15.0,46.0,6.655737704918033,61.0
871,872,"Phượng - Bún Chả, Bún Đậu Mắm Tôm - Nguyễn Văn Cừ","25 Nguyễn Văn Cừ, P. 1, Quận 5, TP. HCM",00:00 - 23:59,17.000 - 65.000,Quận 5,3.0,0.0,1.5333333333333332,3.0
872,873,Quán Cua Út Kiệt,"16 Đào Tấn, P. 5, Quận 5, TP. HCM",,50.000 - 200.000,Quận 5,5.0,3.0,5.3,8.0
873,874,Tiệm Ăn Út Mười - Rau Sạch,"223A Trần Bình Trọng, P. 5, Quận 5, TP. HCM",,25.000 - 100.000,Quận 5,,,,
874,875,Bánh Kem Như Ý - Trần Bình Trọng,"77B Trần Bình Trọng, P. 1, Quận 5, TP. HCM",,19.000 - 79.000,Quận 5,,,,
875,876,Căn Tin Cổng Đỏ - Cơm Trưa Văn Phòng & Ăn Vặt,"240 Trần Bình Trọng, P. 4, Quận 5, TP. HCM",,0 - 0,Quận 5,,,,
